,Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång
2273101,1293,3/16/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,21:00.0,20:00.0,19:00.0,20:00.0,0,0,2,1,-1,1,0,0
2273639,1293,3/2/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,39:00.0,38:00.0,38:00.0,1,1,4,3,-1,0,-1,0
2273729,1293,3/27/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,39:00.0,38:00.0,38:00.0,1,1,4,3,-1,0,-1,0
2275037,1293,3/26/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,00:00.0,00:00.0,01:00.0,00:00.0,0,0,1,0,-1,-1,-2,0
2276398,1289,3/3/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,4,3,-1,-1,-2,0
2289294,1291,3/24/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,4,3,-1,-1,-2,0
2289296,1291,3/31/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,4,3,-1,-1,-2,0
2290858,1291,3/31/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,39:00.0,38:00.0,37:00.0,1,2,4,3,-1,0,-1,1
2303686,1293,3/6/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,41:00.0,36:00.0,34:00.0,36:00.0,0,0,4,5,1,2,3,0
2304866,1293,3/26/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,32:00.0,28:00.0,28:00.0,26:00.0,1,2,5,4,-1,-1,-2,1
2308070,1295,3/23/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,46:00.0,43:00.0,43:00.0,42:00.0,1,1,3,3,0,-1,-1,0
2308071,1295,3/24/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,46:00.0,43:00.0,43:00.0,42:00.0,1,1,3,3,0,-1,-1,0
2310676,1293,3/11/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
2310677,1293,3/21/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
2310678,1293,3/25/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
2310679,1293,3/19/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
2310680,1293,3/12/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
2310681,1293,3/2/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
2310682,1293,3/13/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
2311998,1295,3/3/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,25:00.0,23:00.0,24:00.0,23:00.0,0,0,4,2,-2,-1,-3,0
2312676,1293,3/27/2019,RST,PENDEL,Passage,Passage,0,-,0,-,12,Lu,Y,Svågertorp,Stp,Lockarp,Lrp,18:00.0,19:00.0,21:00.0,19:00.0,18:00.0,19:00.0,0,0,1,2,1,1,2,0
2314368,1291,3/3/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,00:00.0,00:00.0,58:00.0,00:00.0,0,0,0,0,0,2,2,0
2322462,1295,3/2/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,00:00.0,59:00.0,58:00.0,59:00.0,0,0,2,1,-1,1,0,0
2331431,1293,3/18/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
2335495,1289,3/24/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,38:00.0,38:00.0,37:00.0,1,1,4,4,0,-1,-1,0
2336649,1295,3/24/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,00:00.0,59:00.0,58:00.0,59:00.0,0,0,2,1,-1,1,0,0
2343549,1293,3/26/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,21:00.0,19:00.0,19:00.0,19:00.0,0,0,2,2,0,0,0,0
2350654,1293,3/14/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,05:00.0,04:00.0,01:00.0,04:00.0,0,0,1,1,0,3,3,0
2356138,1295,3/30/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,33:00.0,34:00.0,33:00.0,0,0,4,4,0,-1,-1,0
2357680,1289,3/31/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,4,3,-1,-1,-2,0
2358288,1293,3/4/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,00:00.0,00:00.0,50:00.0,58:00.0,1,2,1,0,-1,9,8,1
2360198,1289,3/3/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,20:00.0,18:00.0,19:00.0,18:00.0,0,0,2,2,0,-1,-1,0
2362048,1293,3/30/2019,RST,PENDEL,Passage,Passage,0,-,0,-,12,Lu,Y,Svågertorp,Stp,Lockarp,Lrp,18:00.0,19:00.0,10:00.0,05:00.0,18:00.0,05:00.0,0,0,1,5,4,47,51,0
2375396,1293,3/23/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,05:00.0,02:00.0,02:00.0,02:00.0,0,0,3,3,0,0,0,0
2385061,1289,3/3/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,38:00.0,38:00.0,37:00.0,1,1,4,4,0,-1,-1,0
2391008,1293,3/14/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,16:00.0,13:00.0,09:00.0,12:00.0,1,1,4,3,-1,3,2,0
2391009,1293,3/6/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,16:00.0,13:00.0,09:00.0,12:00.0,1,1,4,3,-1,3,2,0
2392497,1293,3/29/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,24:00.0,23:00.0,19:00.0,23:00.0,0,0,2,1,-1,4,3,0
2396073,1293,3/29/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,57:00.0,53:00.0,52:00.0,53:00.0,0,0,4,4,0,1,1,0
2399513,1293,3/7/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,00:00.0,56:00.0,52:00.0,56:00.0,0,0,4,4,0,4,4,0
2406538,1293,3/7/2019,RST,PENDEL,Passage,Passage,0,-,0,-,12,Lu,Y,Svågertorp,Stp,Lockarp,Lrp,18:00.0,19:00.0,26:00.0,24:00.0,18:00.0,24:00.0,0,0,1,2,1,6,7,0
2406733,1293,3/25/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,16:00.0,14:00.0,14:00.0,12:00.0,1,2,3,2,-1,-1,-2,1
2406737,1293,3/23/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,16:00.0,14:00.0,14:00.0,13:00.0,1,1,3,2,-1,-1,-2,0
2409980,1295,3/17/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,38:00.0,33:00.0,34:00.0,33:00.0,0,0,4,5,1,-1,0,0
2411930,1289,3/17/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,23:00.0,20:00.0,21:00.0,20:00.0,1,0,2,3,1,-2,-1,-1
2412364,1293,3/29/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,06:00.0,05:00.0,01:00.0,05:00.0,0,0,1,1,0,4,4,0
2412434,1289,3/31/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,20:00.0,19:00.0,19:00.0,19:00.0,0,0,2,1,-1,0,-1,0
2425822,1293,3/2/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,57:00.0,52:00.0,52:00.0,52:00.0,0,0,4,5,1,0,1,0
2426672,1293,3/7/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,24:00.0,21:00.0,14:00.0,20:00.0,1,1,3,3,0,6,6,0
2427604,1293,3/7/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,05:00.0,01:00.0,02:00.0,01:00.0,0,0,3,4,1,-1,0,0
2443103,1289,3/3/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,16:00.0,14:00.0,14:00.0,12:00.0,1,2,3,2,-1,-1,-2,1
2445473,1293,3/28/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,37:00.0,35:00.0,21:00.0,34:00.0,1,1,2,2,0,13,13,0
2452574,1293,3/20/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,58:00.0,56:00.0,57:00.0,1,1,1,0,-1,1,0,0
2452575,1293,3/16/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,58:00.0,56:00.0,56:00.0,1,2,1,0,-1,1,0,1
2452576,1293,3/7/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,58:00.0,56:00.0,56:00.0,1,2,1,0,-1,1,0,1
2456008,1295,3/3/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,00:00.0,59:00.0,56:00.0,58:00.0,1,1,1,1,0,2,2,0
2464491,1295,3/3/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,04:00.0,2,3,2,2,0,0,0,1
2465918,1295,3/23/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,57:00.0,55:00.0,54:00.0,55:00.0,0,0,2,2,0,1,1,0
2468456,1289,3/24/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,59:00.0,58:00.0,58:00.0,58:00.0,0,0,2,1,-1,0,-1,0
2468681,1289,3/10/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,59:00.0,58:00.0,58:00.0,58:00.0,0,0,2,1,-1,0,-1,0
2469487,1291,3/3/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,56:00.0,53:00.0,,,,,1,3,2,0,2,
2470656,1293,3/14/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,57:00.0,56:00.0,54:00.0,56:00.0,0,0,2,1,-1,2,1,0
2470663,1293,3/23/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,57:00.0,56:00.0,54:00.0,56:00.0,0,0,2,1,-1,2,1,0
2472070,1291,3/31/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,46:00.0,44:00.0,43:00.0,42:00.0,1,2,3,2,-1,0,-1,1
2474777,1289,3/17/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,05:00.0,02:00.0,02:00.0,02:00.0,0,0,3,3,0,0,0,0
2475857,1293,3/5/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,32:00.0,34:00.0,32:00.0,0,0,4,5,1,-2,-1,0
2476444,1293,3/12/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,16:00.0,14:00.0,14:00.0,12:00.0,1,2,3,2,-1,-1,-2,1
2476445,1293,3/11/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,16:00.0,14:00.0,14:00.0,13:00.0,1,1,3,2,-1,-1,-2,0
2479522,1295,3/3/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,57:00.0,54:00.0,,,,,1,3,2,1,3,
2480399,1293,3/13/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,58:00.0,56:00.0,57:00.0,1,1,1,0,-1,1,0,0
2481922,1289,3/24/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,23:00.0,21:00.0,21:00.0,20:00.0,1,1,2,2,0,-1,-1,0
2481925,1289,3/31/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,23:00.0,21:00.0,21:00.0,20:00.0,1,1,2,2,0,-1,-1,0
2481926,1289,3/3/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,23:00.0,21:00.0,21:00.0,20:00.0,1,1,2,2,0,-1,-1,0
2484744,1291,3/17/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,17:00.0,,47:00.0,13:00.0,0,,3,,,-1,27,
2492109,1293,3/29/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,02:00.0,59:00.0,58:00.0,59:00.0,0,0,2,3,1,1,2,0
2492791,1293,3/28/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,02:00.0,01:00.0,00:00.0,01:00.0,0,0,1,1,0,1,1,0
2494046,1293,3/16/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
2494047,1293,3/27/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
2494788,1293,3/26/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
2494789,1293,3/7/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
2494790,1293,3/18/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
2494791,1293,3/15/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
2494792,1293,3/21/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
2494793,1293,3/5/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
2494795,1293,3/12/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
2494859,1293,3/5/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,58:00.0,56:00.0,57:00.0,1,1,1,0,-1,1,0,0
2499212,1291,3/17/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,56:00.0,53:00.0,,,,,1,3,2,0,2,
2499517,1295,3/30/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,01:00.0,00:00.0,00:00.0,00:00.0,0,0,1,1,0,0,0,0
2501442,1293,3/22/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,4,3,-1,-1,-2,0
2501443,1293,3/23/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,4,3,-1,-1,-2,0
2501776,1293,3/5/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,4,3,-1,-1,-2,0
2508153,1295,3/17/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,27:00.0,24:00.0,24:00.0,24:00.0,0,0,4,3,-1,0,-1,0
2508830,1293,3/11/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,57:00.0,56:00.0,56:00.0,1,1,1,1,0,0,0,0
2508834,1293,3/27/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,57:00.0,56:00.0,56:00.0,1,1,1,1,0,0,0,0
2508835,1293,3/15/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,57:00.0,56:00.0,56:00.0,1,1,1,1,0,0,0,0
2508836,1293,3/18/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,57:00.0,56:00.0,56:00.0,1,1,1,1,0,0,0,0
2509907,1293,3/28/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,09:00.0,04:00.0,52:00.0,04:00.0,0,0,4,5,1,12,13,0
2511173,1293,3/29/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,35:00.0,31:00.0,28:00.0,30:00.0,1,1,5,4,-1,2,1,0
2512180,1291,3/3/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,17:00.0,14:00.0,14:00.0,13:00.0,1,1,3,3,0,-1,-1,0
2513174,1295,3/24/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,01:00.0,01:00.0,01:00.0,01:00.0,0,0,1,0,-1,0,-1,0
2517763,1293,3/22/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,33:00.0,34:00.0,33:00.0,0,0,4,4,0,-1,-1,0
2517764,1293,3/23/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,33:00.0,34:00.0,33:00.0,0,0,4,4,0,-1,-1,0
2517765,1293,3/1/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,33:00.0,34:00.0,33:00.0,0,0,4,4,0,-1,-1,0
